English Word	Valence	Arousal	Dominance	Hebrew Word
singular	0.610	0.302	0.482	יָחִיד
singularity	0.582	0.348	0.654	ייחוד
singularly	0.571	0.330	0.527	באופן יחידני
sinister	0.125	0.896	0.581	מְרוּשָׁע
sink	0.375	0.439	0.322	כִּיוֹר
sinker	0.302	0.557	0.538	מִשׁקוֹלֶת
sinking	0.135	0.439	0.342	שוקע
sinner	0.237	0.667	0.356	חוֹטֵא
sinning	0.170	0.700	0.422	חוטא
sinus	0.531	0.563	0.340	סִינוּס
sip	0.375	0.380	0.213	לגימה
siphon	0.354	0.333	0.435	סִיפוֹן
sipping	0.469	0.349	0.377	לְגִימָה
sir	0.622	0.306	0.778	אֲדוֹנִי
sire	0.854	0.452	0.808	לְהוֹלִיד
siren	0.570	0.627	0.500	סִירֶנָה
sirloin	0.546	0.418	0.373	סינטה
sissy	0.333	0.562	0.232	גֶבֶר נָשִׁי
sister	0.916	0.324	0.562	אָחוֹת
sisterhood	0.837	0.415	0.696	אֲחָיוּת
sit	0.561	0.230	0.368	לָשֶׁבֶת
sitcom	0.562	0.537	0.407	קומדיית מצבים
site	0.677	0.265	0.452	אֲתַר
sith	0.439	0.564	0.373	סית'
sitter	0.656	0.429	0.404	יַשׁבָן
sitting	0.561	0.146	0.353	יְשִׁיבָה
situate	0.510	0.310	0.483	לְמַקֵם
situated	0.542	0.231	0.543	ממוקם
situation	0.531	0.387	0.600	מַצָב
six	0.500	0.154	0.271	שֵׁשׁ
sixpence	0.469	0.417	0.463	שישה פני
sixteen	0.583	0.290	0.324	שש עשרה
sixth	0.521	0.275	0.366	שִׁשִׁית
sixty	0.694	0.240	0.433	שִׁשִׁים
sizable	0.727	0.337	0.657	גָדוֹל לְמַדַי
size	0.531	0.336	0.569	גודל
sizzle	0.427	0.704	0.368	לִרְחוֹשׁ
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	לְהַחלִיק עַל מִחלָקַיִם
skateboard	0.677	0.550	0.353	סקייטבורד
skater	0.633	0.774	0.652	מַחלִיק
skating	0.745	0.673	0.435	החלקה
skedaddle	0.427	0.596	0.422	סקדדל
skeet	0.469	0.549	0.413	סקיט
skein	0.449	0.372	0.287	פְּקַעַת חוּטִים
skeletal	0.306	0.558	0.318	שִׁלדִי
skeleton	0.183	0.464	0.343	שֶׁלֶד
skeptic	0.135	0.440	0.500	סַפקָן
skeptical	0.207	0.500	0.452	סקֶפְּטִי
skepticism	0.229	0.480	0.582	סַפקָנוּת
sketch	0.704	0.276	0.420	סְקִיצָה
sketching	0.729	0.327	0.400	שרטוט
sketchy	0.333	0.479	0.241	שטחי
skewed	0.340	0.480	0.361	מוטה
skewer	0.470	0.365	0.457	לְשַׁפֵּד
ski	0.684	0.670	0.471	סקִי
skid	0.357	0.640	0.440	הַחלָקָה
skier	0.802	0.788	0.639	גוֹלֵשׁ
skiff	0.479	0.375	0.472	בּוּצִית
skiing	0.823	0.824	0.620	סקִי
skijump	0.635	0.647	0.482	קפיצת סקי
skill	0.847	0.701	0.833	מְיוּמָנוּת
skilled	0.886	0.614	0.929	מְיוּמָן
skillet	0.510	0.296	0.345	מַחֲבַת
skillful	0.802	0.616	0.908	מיומן
skim	0.418	0.328	0.322	לְרַחֵף
skimpy	0.302	0.349	0.208	קַמצָנִי
skin	0.569	0.350	0.395	עור
skinny	0.333	0.333	0.298	רזה
skip	0.458	0.804	0.439	לדלג
skipper	0.440	0.577	0.692	רב חובל
skirmish	0.290	0.640	0.474	הִתנַגְשׁוּת
skirt	0.602	0.463	0.226	חצאית
skirting	0.449	0.529	0.386	עוקפת
skirts	0.622	0.538	0.241	חצאיות
skit	0.438	0.434	0.421	פָּרוֹדִיָה
skittish	0.156	0.815	0.172	עצבני
skull	0.276	0.558	0.574	גולגולת
skunk	0.284	0.491	0.380	בּוּאֵשׁ
sky	0.958	0.234	0.401	שָׁמַיִם
skylight	0.708	0.314	0.343	צוֹהַר
skyline	0.592	0.412	0.662	קַו רָקִיעַ
skyscraper	0.622	0.696	0.798	גורד שחקים
slab	0.398	0.265	0.264	לוּחַ
slack	0.521	0.283	0.446	רָפוּי
slag	0.266	0.600	0.254	סִיג
slam	0.459	0.577	0.480	לִטרוֹק
slammer	0.417	0.565	0.391	סלמר
slander	0.184	0.604	0.454	לָשׁוֹן הָרַע
slanderous	0.057	0.800	0.337	מַשׁמִיץ
slang	0.479	0.418	0.491	סְלֶנְג
slant	0.469	0.396	0.536	אֲלַכסוֹן
slap	0.100	0.804	0.518	סְטִירָה
slash	0.260	0.500	0.509	קו נטוי
slashes	0.330	0.328	0.410	חתכים
slate	0.531	0.283	0.431	צִפחָה
slates	0.500	0.270	0.342	צפחים
slaughter	0.052	0.953	0.602	לִשְׁחוֹט
slaughterhouse	0.146	0.794	0.472	מִטבָּחַיִם
slaughtering	0.133	0.947	0.714	שחיטה
slave	0.171	0.795	0.151	עֶבֶד
slavery	0.052	0.783	0.218	עַבדוּת
slay	0.133	0.920	0.585	לִקְטוֹל
slayer	0.041	0.930	0.661	קוטל
sleaze	0.312	0.538	0.405	זלזול
sleazy	0.292	0.674	0.370	קָלוּשׁ וּמְטוּנָף
sled	0.635	0.547	0.446	מִזחֶלֶת
sledding	0.625	0.547	0.422	מזחלות
sledge	0.646	0.500	0.361	מִזחֶלֶת
sledgehammer	0.449	0.479	0.482	פטיש
sleek	0.750	0.484	0.643	לְהַחלִיק
sleep	0.719	0.090	0.339	לִישׁוֹן
sleeper	0.640	0.154	0.254	אֶדֶן
sleeping	0.704	0.091	0.312	יָשֵׁן
sleepless	0.213	0.410	0.207	ללא שינה
sleeplessness	0.104	0.604	0.202	נֶדֶד
sleepover	0.815	0.519	0.340	מסיבת פיג'מות
sleepy	0.604	0.125	0.250	מְנוּמנָם
sleepyhead	0.327	0.350	0.294	ישנוני
sleet	0.410	0.355	0.395	סבבה
sleeve	0.531	0.270	0.273	שרוול
sleeveless	0.638	0.290	0.200	ללא שרוולים
sleigh	0.742	0.551	0.396	מִזחֶלֶת
sleight	0.719	0.677	0.379	רזה
slender	0.812	0.548	0.664	רָזֶה
sleuth	0.460	0.633	0.676	בַּלָשׁ
slice	0.583	0.375	0.303	פרוסה
slick	0.388	0.383	0.349	חֲלַקְלַק
slicker	0.727	0.387	0.519	מְעִיל גֶשֶׁם
slide	0.615	0.435	0.432	שקופית
slider	0.585	0.491	0.518	המחוון
sliding	0.356	0.730	0.491	הַחלָקָה
slight	0.521	0.240	0.155	קָלוּשׁ
slight anticipation	0.562	0.490	0.445	ציפייה קלה
slight disgust	0.156	0.578	0.318	גועל נפש קל
slight surprise	0.677	0.746	0.557	הפתעה קלה
slight trust	0.306	0.400	0.245	אמון קל
slightly	0.470	0.274	0.255	מְעַט
slightly negative	0.190	0.472	0.259	מעט שלילי
slightly positive	0.792	0.480	0.567	מעט חיובי
slim	0.562	0.180	0.296	רָזֶה
slime	0.300	0.370	0.183	סליים
slimy	0.177	0.500	0.309	חֲלַקְלַק
sling	0.417	0.423	0.404	קֶלַע
slingshot	0.323	0.654	0.474	קֶלַע
slink	0.460	0.546	0.314	לְהִתְגַנֵב
slinky	0.400	0.637	0.603	רזה
slip	0.316	0.714	0.321	פליטת פה
slipper	0.635	0.298	0.245	נעל בית
slippers	0.573	0.413	0.236	נעלי בית
slippery	0.219	0.740	0.343	חֲלַקְלַק
slit	0.406	0.490	0.366	סֶדֶק
sliver	0.388	0.347	0.291	רְסִיס
slob	0.275	0.365	0.300	סלוב
slobber	0.350	0.375	0.278	רפש
slogan	0.550	0.216	0.564	סִיסמָה
sloop	0.480	0.375	0.380	ספינה
slop	0.306	0.409	0.325	שיפוע
slope	0.347	0.438	0.279	מִדרוֹן
sloppy	0.303	0.441	0.183	מרושל
slot	0.469	0.337	0.337	חָרִיץ
sloth	0.198	0.140	0.125	עַצלוּת
slouch	0.365	0.450	0.328	עוֹבֵד רַשׁלָן
slough	0.265	0.390	0.200	לְהַשִׁיל
slow	0.357	0.073	0.131	לְהַאֵט
slowly	0.427	0.185	0.295	לאט
slowness	0.302	0.212	0.191	אִטִיוּת
sludge	0.354	0.396	0.229	רֶפֶשׁ
slug	0.276	0.370	0.160	שבלול
slugger	0.458	0.500	0.518	רשלנית
sluggish	0.224	0.124	0.155	איטי
sluice	0.427	0.520	0.365	סֶכֶר
slum	0.292	0.528	0.302	שְׁכוּנַת עוֹנִי
slumber	0.592	0.191	0.426	תְנוּמָה
slump	0.194	0.438	0.130	לִצְנוֹחַ
slur	0.115	0.814	0.427	הַשׁמָצָה
slurp	0.540	0.528	0.411	ללטש
slush	0.427	0.283	0.296	רפש
slut	0.071	0.808	0.309	זוֹנָה
slutty	0.224	0.810	0.371	זונה
sly	0.573	0.690	0.750	ערמומי
smack	0.323	0.662	0.381	הֵרוֹאִין
small	0.542	0.205	0.120	קָטָן
smaller	0.300	0.310	0.179	קטן יותר
smallest	0.281	0.340	0.129	הכי קטן
smallpox	0.156	0.583	0.222	אֲבַעבּוּעוֹת
smart	0.906	0.607	0.923	לִכאוֹב
smartass	0.364	0.520	0.620	חכמולוג
smarten	0.602	0.490	0.551	להתחכם
smarty	0.673	0.510	0.848	מתחכם
smash	0.195	0.692	0.530	לְרַסֵק
smashed	0.143	0.660	0.256	מרוסק
smattering	0.448	0.460	0.500	יְדִיעָה שִׁטחִית
smear	0.230	0.433	0.400	מריחה
smell	0.510	0.520	0.330	רֵיחַ
smelling	0.458	0.481	0.349	הֲרָחָה
smelly	0.100	0.528	0.245	מַסרִיחַ
smelt	0.333	0.441	0.345	להתיך
smidgen	0.367	0.385	0.357	smidgen
smile	0.906	0.598	0.618	חיוך
smiled	0.949	0.530	0.536	חייך
smiles	0.892	0.606	0.607	מחייך
smiley	0.865	0.470	0.571	סמיילי
smiling	0.981	0.679	0.625	מחייך
smirk	0.792	0.596	0.583	חִיוּך מְעוּשֶׂה
smite	0.303	0.846	0.682	לְהַכּוֹת
smith	0.677	0.333	0.529	נַפָּח
smithereens	0.281	0.561	0.409	רְסִיסִים
smitten	0.153	0.760	0.204	הָלוּם
smock	0.429	0.250	0.250	חָלוּק
smog	0.271	0.480	0.382	עַרפִּיחַ
smoke	0.188	0.500	0.391	עָשָׁן
smoker	0.208	0.528	0.311	מְעַשֵׁן
smokey	0.494	0.462	0.430	מעושן
smoking	0.176	0.557	0.384	לעשן
smoky	0.459	0.420	0.327	מָלֵא עָשָׁן
smoldering	0.635	0.781	0.764	עשן
smooch	0.796	0.731	0.491	smooch
smooth	0.823	0.127	0.281	חלק
smoothie	0.806	0.333	0.281	אָדָם חֲלַקְלַק
smoothly	0.821	0.134	0.488	בצורה חלקה
smoothness	0.833	0.221	0.412	חֲלָקוּת
smother	0.292	0.685	0.420	לְהַחנִיק
smudge	0.327	0.429	0.245	כֶּתֶם
smug	0.198	0.552	0.587	זחוח
smuggle	0.194	0.775	0.570	לְהַברִיחַ
smuggler	0.062	0.867	0.645	מַברִיחַ
smuggling	0.229	0.783	0.510	הַברָחָה
smut	0.357	0.360	0.349	טמבל
snack	0.646	0.407	0.345	חָטִיף
snacks	0.781	0.480	0.306	חֲטִיפִים
snafu	0.375	0.549	0.274	מְבוּלגָן
snag	0.417	0.250	0.339	קֶרַע
snags	0.177	0.721	0.490	תקלות
snail	0.480	0.104	0.296	שַׁבְּלוּל
snake	0.276	0.750	0.549	נָחָשׁ
snakes	0.176	0.662	0.606	נחשים
snakeskin	0.276	0.696	0.391	עור נחש
snap	0.344	0.517	0.352	לְצַלֵם
snapper	0.417	0.429	0.245	סנאפר
snappy	0.573	0.592	0.418	נִמרָץ
snapshot	0.573	0.578	0.588	תמונת מצב
snare	0.229	0.850	0.466	מַלכּוֹדֶת
snarl	0.430	0.787	0.455	לִנְהוֹם
snarling	0.312	0.704	0.491	נוהם
snatch	0.219	0.861	0.691	לַחטוֹף
snatcher	0.122	0.867	0.563	חוֹטֵף
snazzy	0.735	0.370	0.660	מטופש
sneak	0.281	0.745	0.449	לְהִתְגַנֵב
sneaker	0.794	0.479	0.389	נַעַל הִתעַמְלוּת
sneakers	0.604	0.548	0.349	נעלי ספורט
sneaking	0.203	0.755	0.545	מתגנב
sneaky	0.240	0.740	0.560	מִתגַנֵב
sneer	0.133	0.755	0.345	ללעוג
sneeze	0.271	0.442	0.336	לְהִתְעַטֵשׁ
sneezing	0.434	0.570	0.345	הִתעַטְשׁוּת
snicker	0.708	0.693	0.409	לְצַחְקֵק
snide	0.186	0.723	0.455	מְזוּיָף
sniff	0.396	0.500	0.318	לְרַחְרֵח
snip	0.417	0.327	0.268	לִגזוֹר
snipe	0.198	0.915	0.491	לִצְלוֹף
sniper	0.167	0.870	0.853	צַלָף
snippet	0.612	0.410	0.368	קטע
snippy	0.418	0.491	0.481	מצמרר
snitch	0.300	0.598	0.333	לְהַלשִׁין
snob	0.296	0.520	0.309	סְנוֹבּ
snoop	0.134	0.740	0.434	לְחַטֵט
snoopy	0.573	0.534	0.291	סנופי
snooty	0.390	0.455	0.446	סְנוֹבִּי
snooze	0.235	0.357	0.282	נִמנוּם
snore	0.245	0.610	0.481	לִנְחוֹר
snorkel	0.510	0.470	0.327	שְׁנוֹרקֶל
snort	0.469	0.531	0.413	נְחִירָה
snot	0.214	0.340	0.269	נַזֶלֶת
snotty	0.180	0.382	0.200	יָהִיר
snout	0.276	0.385	0.241	חוֹטֶם
snow	0.667	0.363	0.309	שֶׁלֶג
snowball	0.717	0.444	0.321	כַּדוּר שֶׁלֶג
snowboard	0.663	0.680	0.511	סנובורד
snowboarder	0.719	0.754	0.545	גולש סנובורד
snowday	0.602	0.500	0.440	יום שלג
snowfall	0.675	0.280	0.455	מפולת שלגים
snowflake	0.748	0.192	0.260	פְּתִית שֶׁלֶג
snowing	0.586	0.490	0.387	יורד שלג
snowmageddon	0.375	0.575	0.472	snowmageddon
snowman	0.776	0.291	0.323	איש שלג
snowplow	0.449	0.480	0.493	מחרשת שלג
snowstorm	0.204	0.833	0.629	סופת שלגים
snowy	0.656	0.304	0.357	מוּשׁלָג
snub	0.229	0.412	0.228	סוֹלֵד
snubbed	0.265	0.528	0.279	נדחק
snuff	0.357	0.470	0.377	טַבָּק הֲרָחָה
snug	0.867	0.173	0.500	צָמוּד
snuggle	0.781	0.390	0.350	לְהִתְרַפֵּק
snuggled	0.552	0.439	0.314	התכרבל
snuggles	0.670	0.340	0.287	מתכרבל
snuggling	0.683	0.585	0.373	מתכרבל
soak	0.480	0.370	0.240	לְהַשְׁרוֹת
soaked	0.365	0.462	0.358	מוּספָּג
soaking	0.438	0.324	0.375	שְׁרִיָה
soangry	0.327	0.650	0.482	כל כך כועס
soannoyed	0.271	0.529	0.426	כל כך מעוצבנת
soap	0.531	0.163	0.311	סַבּוֹן
soapbox	0.500	0.415	0.393	סַבּוֹנִיָה
soapy	0.552	0.373	0.355	סַבּוֹנִי
soar	0.790	0.740	0.718	לְהַמרִיא
soaring	0.708	0.704	0.650	דְאִיָה
sob	0.115	0.480	0.212	בֶּן כַּלבָּה
sober	0.729	0.216	0.568	פִּכֵּחַ
soblessed	0.542	0.395	0.287	כה מבורך
sobriety	0.680	0.310	0.583	הִתפַּכְּחוּת
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	כדורגל
sociable	0.854	0.459	0.627	חַברוּתִי
social	0.806	0.370	0.614	חֶברָתִי
socialanxiety	0.270	0.588	0.426	חרדה חברתית
socialism	0.510	0.500	0.560	סוֹצִיאָלִיזם
socialist	0.448	0.400	0.543	סוֹצִיאָלִיסט
socialite	0.684	0.668	0.570	אשת חברה
socialize	0.907	0.683	0.726	להתרועע
society	0.674	0.464	0.782	חֶברָה
sociology	0.615	0.439	0.694	סוֹצִיוֹלוֹגִיָה
sociopath	0.104	0.863	0.439	סוציופת
sock	0.500	0.167	0.290	גֶרֶב
socket	0.583	0.469	0.377	שֶׁקַע
sod	0.427	0.383	0.333	טִפֵּשׁ
soda	0.688	0.314	0.364	סודה
soda/pop	0.581	0.410	0.382	גזוז
sodding	0.240	0.500	0.400	ספוג
sodium	0.490	0.340	0.291	נתרן
sofa	0.583	0.106	0.263	סַפָּה
soft	0.760	0.179	0.232	רַך
softball	0.735	0.630	0.518	כַּדוּר בָּסִיס
soften	0.694	0.194	0.392	לְרַכֵּך
softener	0.745	0.300	0.373	מרכך
softening	0.700	0.255	0.361	הִתרַכְּכוּת
softly	0.517	0.206	0.304	ברכות
softness	0.875	0.086	0.402	רוֹך
software	0.561	0.280	0.570	תוֹכנָה
soggy	0.312	0.350	0.241	סָפוּג
sohappy	0.949	0.673	0.681	כל כך שמח
soil	0.350	0.180	0.356	קרקע
soiled	0.106	0.529	0.213	מְלוּכלָך
soiree	0.729	0.692	0.578	נֶשֶׁף
sojourn	0.514	0.243	0.509	לָגוּר
solace	0.776	0.294	0.453	נֶחָמָה
solar	0.622	0.452	0.645	סוֹלָרִי
solarium	0.602	0.356	0.421	סולריום
solder	0.439	0.510	0.611	לְרַתֵך
soldering	0.573	0.536	0.538	הַלחָמָה
soldier	0.392	0.708	0.768	לוֹחֶם
sole	0.427	0.194	0.279	בלעדי
solemn	0.708	0.370	0.709	חֲגִיגִי
solicit	0.620	0.490	0.604	לְבַקֵשׁ
solicitation	0.612	0.519	0.415	שידול
solicitor	0.600	0.479	0.802	עוֹרֵך דִין
solid	0.667	0.304	0.763	מוצק
solidarity	0.792	0.407	0.781	סוֹלִידָרִיוּת
solidification	0.480	0.500	0.827	התמצקות
solidified	0.633	0.415	0.745	התמצק
solidify	0.583	0.318	0.754	לְגַבֵּשׁ
solidity	0.745	0.444	0.850	מוּצָקוּת
solitaire	0.365	0.227	0.279	סוליטר
solitary	0.224	0.202	0.268	בּוֹדֵד
solitude	0.208	0.226	0.358	בְּדִידוּת
solo	0.438	0.190	0.325	סוֹלוֹ
solubility	0.506	0.360	0.442	מְסִיסוּת
soluble	0.542	0.272	0.409	מָסִיס
solucky	0.573	0.529	0.615	כל כך בר מזל
solution	0.790	0.339	0.664	פִּתָרוֹן
solve	0.656	0.530	0.688	לִפְתוֹר
solvency	0.604	0.296	0.605	כּוֹשֵׁר פֵּרָעוֹן
solvent	0.635	0.316	0.573	מֵמֵס
somad	0.429	0.490	0.463	כל כך כועס
somatic	0.438	0.406	0.444	סומטי
somber	0.184	0.500	0.380	קוֹדֵר
some anticipation	0.423	0.482	0.472	קצת ציפייה
some disgust	0.094	0.657	0.321	קצת גועל נפש
some surprise	0.827	0.849	0.500	הפתעה כלשהי
some trust	0.594	0.451	0.547	קצת אמון
somersault	0.214	0.769	0.519	סַלטָה
somethingigetalot	0.573	0.567	0.509	משהו גדול
somewhat negative	0.208	0.480	0.150	שלילי משהו
somewhat positive	0.920	0.510	0.667	חיובי במידה מסוימת
somuchtodo	0.510	0.598	0.441	כל כך הרבה לעשות
son	0.792	0.365	0.528	בֵּן
sonar	0.541	0.480	0.414	סוֹנָר
sonata	0.643	0.406	0.425	סונטה
sonervous	0.344	0.655	0.373	עצבני
song	0.854	0.413	0.500	שִׁיר
songwriter	0.844	0.558	0.713	כותב שירים
sonic	0.594	0.500	0.481	קוֹלִי
sonice	0.500	0.356	0.421	כל כך נחמד
sonnet	0.718	0.294	0.404	סוֹנֶטָה
sonorous	0.646	0.580	0.442	מְצַלצֵל
soot	0.375	0.328	0.292	פיח
soothe	0.817	0.194	0.412	לְהַרְגִיעַ
soothing	0.625	0.179	0.519	הַרגָעָה
sophisticated	0.865	0.481	0.845	מתוחכם
sophistication	0.792	0.472	0.704	תִחכּוּם
sophomore	0.653	0.415	0.427	כיתה ב'
sopissed	0.276	0.577	0.433	כלכך עצבני
soppy	0.510	0.355	0.297	רטוב
soprano	0.552	0.550	0.685	סוֹפּרָנוֹ
sorcerer	0.377	0.633	0.632	מְכַשֵׁף
sorcery	0.279	0.740	0.640	כישוף
sordid	0.219	0.555	0.447	מוּשׁחָת
sore	0.094	0.650	0.224	דַלֶקֶת
soready	0.622	0.500	0.545	כל כך מוכן
sorely	0.284	0.727	0.370	בכאב
soreness	0.113	0.843	0.302	כְּאֵב
sorghum	0.469	0.358	0.420	דוּרָה
sorority	0.635	0.637	0.627	מוֹעֲדוֹן נָשִׁים
sorrow	0.052	0.235	0.164	צַעַר
sorrowful	0.049	0.422	0.163	עָצוּב
sorry	0.406	0.362	0.212	מצטער
sort	0.673	0.389	0.674	סוג
sorter	0.594	0.412	0.823	מְמַיֵן
sortie	0.490	0.450	0.311	גִיחָה
sorting	0.469	0.400	0.642	מִיוּן
sos	0.354	0.675	0.386	הַצִילוּ
soscared	0.229	0.652	0.319	כל כך מפחד
soscary	0.301	0.660	0.414	כה מפחיד
soslow	0.347	0.312	0.284	כל כך לאט
sostressed	0.435	0.481	0.578	כל כך לחוץ
sosweet	0.755	0.354	0.417	כל כך מתוק
sothankful	0.729	0.526	0.418	אסיר תודה
sou	0.480	0.390	0.412	סו
soul	0.770	0.220	0.510	נֶפֶשׁ
soulful	0.755	0.331	0.500	מָלֵא רֶגֶשׁ
soulless	0.125	0.591	0.400	חסר נשמה
soulmate	0.890	0.500	0.628	נפש תאומה
sound	0.765	0.623	0.398	נשמע
sounding	0.690	0.500	0.558	בְּדִיקַת עוֹמֶק
soundness	0.780	0.377	0.893	תְקֵפוּת
soundproof	0.490	0.390	0.409	אָטִים קוֹל
soundtrack	0.630	0.559	0.518	פסקול
soup	0.602	0.245	0.269	מרק
sour	0.276	0.594	0.373	חָמוּץ
source	0.740	0.318	0.684	מָקוֹר
sourpuss	0.188	0.620	0.382	חמוץ
south	0.562	0.265	0.429	דָרוֹם
southbound	0.510	0.370	0.395	לכיוון דרום
southeast	0.510	0.283	0.413	דְרוֹם מִזְרָח
southern	0.552	0.269	0.370	דְרוֹמִי
southpaw	0.542	0.389	0.404	כפת דרומית
southwest	0.406	0.314	0.355	דְרוֹם מַעֲרָב
souvenir	0.844	0.311	0.466	מַזכֶּרֶת
sovereign	0.698	0.500	0.885	שָׁלִיט
sovereignty	0.719	0.529	0.886	ריבונות
soviet	0.347	0.580	0.536	סובייטי
sow	0.667	0.430	0.446	לִזרוֹעַ
soy	0.438	0.250	0.286	סויה
soy sauce	0.573	0.382	0.318	רוטב סויה
soybean	0.521	0.250	0.293	פולי סויה
spa	0.622	0.151	0.386	ספָּא
space	0.800	0.317	0.573	מֶרחָב
spacecraft	0.646	0.698	0.680	חללית
spaceman	0.688	0.577	0.848	אַסטרוֹנָאוּט
spaceship	0.643	0.781	0.664	ספינת חלל
spacing	0.621	0.425	0.507	מרווחים
spacious	0.880	0.365	0.557	מְרוּוָח
spade	0.469	0.667	0.529	כף
spaghetti	0.729	0.353	0.288	ספגטי
spam	0.188	0.354	0.304	ספאם
spammers	0.354	0.500	0.418	שולחי דואר זבל
span	0.521	0.330	0.528	לְהַקִיף
spandex	0.429	0.520	0.429	ספנדקס
spaniel	0.561	0.435	0.385	ספנייל
spank	0.112	0.882	0.642	סְטִירָה
spanking	0.194	0.736	0.392	זָרִיז
spar	0.417	0.438	0.536	לְהִתְנַצֵחַ
spare	0.552	0.398	0.411	נוֹסָף
spareribs	0.635	0.431	0.395	צלעות
sparingly	0.510	0.353	0.518	במשורה
spark	0.688	0.745	0.529	לְעוֹרֵר
sparkle	0.819	0.765	0.510	נִצנוּץ
sparkling	0.700	0.418	0.598	נוֹצֵץ
sparkly	0.885	0.590	0.726	נוצץ
sparring	0.292	0.870	0.704	ספרינג
sparrow	0.583	0.460	0.327	דְרוֹר
sparse	0.240	0.367	0.209	דליל
spasm	0.194	0.594	0.366	הֶתקֵף
spastic	0.240	0.541	0.491	ספַּסטִי
spat	0.427	0.413	0.309	ירק
spatial	0.604	0.625	0.645	מֶרחָבִי
spatter	0.292	0.630	0.315	הַתָזָה
spatula	0.302	0.198	0.369	מָרִית
spawn	0.542	0.586	0.709	לְהַשְׁרִיץ
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	לְדַבֵּר
speakeasy	0.680	0.536	0.442	speakeasy
speaker	0.604	0.660	0.723	רַמקוֹל
speakerphone	0.531	0.569	0.560	רמקול
speaking	0.753	0.590	0.575	מדבר
spear	0.510	0.601	0.500	חנית
spec	0.583	0.426	0.691	מפרט
special	0.844	0.602	0.730	מיוחד
specialist	0.760	0.562	0.877	מוּמחֶה
speciality	0.854	0.470	0.885	תחום התמחות
specialize	0.776	0.540	0.861	לְהִתְמַחוֹת
specially	0.847	0.398	0.714	במיוחד
specialty	0.724	0.479	0.783	תחום התמחות
specie	0.583	0.471	0.650	מְצַלצֵלִים
species	0.561	0.330	0.645	מִין
specific	0.656	0.388	0.691	ספֵּצִיפִי
specification	0.552	0.479	0.602	מִפרָט
specify	0.656	0.405	0.600	לפרט
specimen	0.531	0.444	0.568	דוּגמָה
speck	0.418	0.245	0.343	נְקוּדָה
speckled	0.449	0.263	0.254	מְנוּמָר
specs	0.540	0.398	0.618	מפרט
spectacle	0.812	0.745	0.762	מַחֲזֶה
spectacles	0.816	0.775	0.648	מִשׁקָפַיִם
spectacular	0.947	0.740	0.887	מַרהִיב
spectator	0.694	0.560	0.667	צופה
specter	0.265	0.723	0.540	רוּחַ
spectral	0.430	0.667	0.500	שֶׁל רוּחַ רְפָאִים
spectrometer	0.500	0.452	0.490	ספקטרומטר
spectrophotometer	0.500	0.484	0.500	ספקטרופוטומטר
spectroscopy	0.470	0.541	0.570	ספקטרוסקופיה
spectrum	0.312	0.700	0.527	ספֵּקטרוּם
speculate	0.398	0.602	0.553	לְסַפְסֵר
speculation	0.325	0.683	0.394	ספֵּקוּלָצִיָה
speculative	0.276	0.591	0.464	ספֵּקוּלָטִיבִי
speculum	0.417	0.469	0.433	ספקולום
speech	0.656	0.470	0.688	נְאוּם
speechless	0.459	0.320	0.315	ללא מילים
speed	0.719	0.849	0.658	מְהִירוּת
speedboat	0.635	0.858	0.612	סירת מנוע מהירה
speedily	0.688	0.740	0.665	במהירות
speeding	0.438	0.908	0.645	נְהִיגָה בִּמְהִירוּת מוּפרֶזֶת
speedometer	0.427	0.549	0.579	מַד מְהִירוּת
speedway	0.667	0.519	0.416	כְּבִישׁ מָהִיר
speedy	0.625	0.625	0.793	מָהִיר
spell	0.385	0.380	0.368	לַחַשׁ
spellbound	0.531	0.647	0.387	מְכוּשָׁף
spelling	0.594	0.357	0.398	אִיוּת
spencer	0.510	0.394	0.367	ספנסר
spend	0.672	0.745	0.429	לְבַלוֹת
spender	0.312	0.692	0.377	בַּזבְּזָן
spending	0.333	0.556	0.330	הוצאות
spent	0.296	0.296	0.263	מוּתַשׁ
sperm	0.396	0.706	0.453	זֶרַע
spew	0.260	0.651	0.573	לְהַקִיא
sphere	0.633	0.277	0.500	כַּדוּר
spherical	0.550	0.308	0.500	כַּדוּרִי
sphincter	0.347	0.633	0.375	סוגר
sphinx	0.604	0.324	0.490	ספִינקס
spic	0.302	0.455	0.451	דוֹבֵר סְפָרַדִית
spice	0.594	0.439	0.384	לְתַבֵּל
spicy	0.440	0.733	0.610	חָרִיף
spider	0.229	0.569	0.430	עַכָּבִישׁ
spiders	0.260	0.696	0.368	עכבישים
spiffy	0.615	0.582	0.470	חריף
spigot	0.380	0.346	0.423	בֶּרֶז
spike	0.382	0.510	0.408	דָרְבָּן
spiked	0.281	0.613	0.407	מְמוּסמָר
spiky	0.284	0.657	0.587	דוֹקְרָנִי
spill	0.408	0.633	0.456	לשפוך
spillin	0.375	0.500	0.362	לשפוך
spin	0.551	0.422	0.345	סיבוב
spinach	0.583	0.200	0.368	תרד
spinal	0.312	0.491	0.296	שֶׁל עַמוּד הַשִׁדרָה
spindle	0.552	0.410	0.360	נול
spine	0.495	0.461	0.600	עַמוּד הַשִׁדרָה
spineless	0.344	0.387	0.321	הֲפַכְפַּך
